Customer ID,Name,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2221,Sneha Joshi,51,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually
2222,Tara Nair,53,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,No,34,Credit Card,Annually
2223,Pooja Reddy,23,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly
2224,Kiran Joshi,56,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
2225,Kabir Das,59,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
2226,Sneha Nair,68,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually
2227,Arjun Khan,68,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually
2228,Rohan Singh,29,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly
2229,Kiran Joshi,20,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
2230,Pooja Das,62,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly
2231,Riya Nair,35,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly
2232,Riya Gupta,57,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly
2233,Neha Gupta,38,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14,Cash,Fortnightly
2234,Tara Das,32,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly
2235,Rahul Singh,50,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26,Cash,Weekly
2236,Priya Roy,52,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually
2237,Riya Nair,43,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
2238,Diya Nair,25,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months
2239,Riya Khan,53,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly
2240,Aditya Joshi,65,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
2241,Kiran Roy,47,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months
2242,Arjun Reddy,40,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
2243,Aarav Roy,59,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
2244,Diya Sharma,61,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually
2245,Sneha Singh,31,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually
2246,Vihaan Sharma,31,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly
2247,Neha Das,19,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months
2248,Priya Das,54,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually
2249,Isha Singh,22,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly
2250,Vihaan Das,55,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
2251,Neha Roy,62,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly
2252,Vihaan Nair,58,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly
2253,Nisha Patel,64,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually
2254,Tara Roy,31,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly
2255,Kabir Roy,56,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
2256,Sneha Gupta,42,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly
2257,Pooja Das,37,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Standard,No,No,33,Credit Card,Quarterly
2258,Vihaan Reddy,19,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually
2259,Sneha Reddy,56,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
2260,Meera Roy,23,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually
2261,Vihaan Sharma,34,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly
2262,Isha Gupta,42,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly
2263,Tara Khan,45,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly
2264,Kabir Nair,19,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly
2265,Aditya Roy,52,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly
2266,Tara Gupta,54,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly
2267,Neha Das,22,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly
2268,Nisha Singh,18,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly
2269,Anaya Singh,57,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly
2270,Priya Roy,29,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually
2271,Diya Reddy,53,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly
2272,Vihaan Reddy,62,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly
2273,Isha Roy,40,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44,PayPal,Monthly
2274,Isha Singh,64,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly
2275,Priya Joshi,48,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly
2276,Isha Sharma,28,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly
2277,Meera Khan,27,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly
2278,Rohan Sharma,20,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly
2279,Rohan Nair,31,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months
2280,Tara Sharma,33,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly
2281,Tara Das,27,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly
2282,Dev Joshi,46,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,No,Store Pickup,No,No,41,Bank Transfer,Annually
2283,Riya Nair,27,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually
2284,Anaya Nair,29,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly
2285,Pooja Gupta,47,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually
2286,Priya Roy,58,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months
2287,Anaya Roy,18,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly
2288,Priya Reddy,22,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,No,6,Debit Card,Annually
2289,Riya Roy,37,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly
2290,Sneha Patel,25,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly
2291,Rahul Gupta,60,Male,Boots,Footwear,48,Kansas,L,Magenta,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly
2292,Neha Nair,29,Male,Coat,Outerwear,30,Ohio,M,Indigo,Spring,5.0,No,2-Day Shipping,No,No,13,Credit Card,Quarterly
2293,Meera Nair,18,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly
2294,Arjun Gupta,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months
2295,Tara Roy,45,Male,Sunglasses,Accessories,95,Maryland,M,Red,Winter,5.0,No,Express,No,No,40,Debit Card,Annually
2296,Dev Roy,60,Male,Hat,Accessories,22,Connecticut,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly
2297,Aarav Patel,54,Male,Gloves,Accessories,88,Washington,M,Green,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months
2298,Rahul Khan,64,Male,Socks,Clothing,83,California,M,Orange,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly
2299,Kabir Joshi,54,Male,Handbag,Accessories,87,Montana,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months
2300,Tara Gupta,29,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months
2301,Vihaan Nair,54,Male,Coat,Outerwear,88,Pennsylvania,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly
2302,Sneha Patel,66,Male,Pants,Clothing,20,Maine,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,21,Debit Card,Annually
2303,Sneha Das,66,Male,Belt,Accessories,39,Montana,L,Pink,Summer,3.6,No,Store Pickup,No,No,38,Venmo,Monthly
2304,Riya Das,61,Male,Sunglasses,Accessories,71,New Jersey,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Fortnightly
2305,Aarav Roy,45,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,No,Free Shipping,No,No,9,Debit Card,Fortnightly
2306,Rahul Roy,64,Male,Handbag,Accessories,63,Maine,M,Gold,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly
2307,Pooja Khan,32,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,No,Standard,No,No,8,Cash,Bi-Weekly
2308,Dev Sharma,23,Male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually
2309,Arjun Gupta,61,Male,Sunglasses,Accessories,81,North Dakota,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Quarterly
2310,Meera Roy,37,Male,Dress,Clothing,95,Connecticut,S,Gold,Fall,5.0,No,2-Day Shipping,No,No,3,Bank Transfer,Quarterly
2311,Anaya Patel,67,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly
2312,Priya Roy,31,Male,Sneakers,Footwear,28,Montana,L,Gold,Spring,4.8,No,2-Day Shipping,No,No,10,Bank Transfer,Every 3 Months
2313,Riya Sharma,19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,No,Free Shipping,No,No,19,Cash,Every 3 Months
2314,Anaya Gupta,26,Male,Dress,Clothing,31,Georgia,M,Black,Summer,4.7,No,Next Day Air,No,No,36,Bank Transfer,Fortnightly
2315,Neha Reddy,54,Male,Handbag,Accessories,95,Virginia,XL,Brown,Winter,4.4,No,Express,No,No,12,Bank Transfer,Every 3 Months
2316,Diya Gupta,37,Male,Socks,Clothing,79,Vermont,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,49,Debit Card,Quarterly
2317,Riya Reddy,43,Male,Sneakers,Footwear,39,Montana,L,Yellow,Winter,3.8,No,Standard,No,No,7,Debit Card,Annually
2318,Anaya Singh,46,Male,Jacket,Outerwear,34,New Jersey,M,Purple,Summer,4.7,No,Next Day Air,No,No,28,Bank Transfer,Monthly
2319,Aarav Khan,18,Male,Hoodie,Clothing,28,Wyoming,L,White,Spring,3.1,No,Store Pickup,No,No,30,Credit Card,Annually
2320,Meera Sharma,52,Male,Sandals,Footwear,38,Maine,XL,Turquoise,Winter,5.0,No,Free Shipping,No,No,29,PayPal,Monthly
2321,Anaya Patel,23,Male,Shoes,Footwear,55,New Mexico,M,Olive,Spring,3.7,No,Free Shipping,No,No,9,Debit Card,Every 3 Months
2322,Vihaan Singh,54,Male,Sandals,Footwear,31,Colorado,M,Beige,Winter,3.0,No,Next Day Air,No,No,27,Debit Card,Fortnightly
2323,Isha Roy,70,Male,Coat,Outerwear,84,Connecticut,S,Lavender,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Fortnightly
2324,Anaya Joshi,22,Male,Gloves,Accessories,93,Maryland,L,White,Winter,4.7,No,Express,No,No,36,Credit Card,Monthly
2325,Kabir Das,50,Male,Coat,Outerwear,28,Oregon,L,Brown,Winter,3.5,No,Free Shipping,No,No,19,Debit Card,Annually
2326,Kiran Reddy,66,Male,Boots,Footwear,55,New York,M,Charcoal,Summer,4.4,No,2-Day Shipping,No,No,47,Cash,Weekly
2327,Nisha Reddy,68,Male,Skirt,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,No,Standard,No,No,38,Bank Transfer,Annually
2328,Kiran Nair,31,Male,Skirt,Clothing,94,Alabama,M,Red,Winter,4.2,No,2-Day Shipping,No,No,22,Venmo,Bi-Weekly
2329,Aarav Reddy,29,Male,Pants,Clothing,36,North Dakota,M,Maroon,Fall,2.6,No,Express,No,No,29,Venmo,Bi-Weekly
2330,Diya Roy,59,Male,Hat,Accessories,97,Nebraska,S,Teal,Spring,4.8,No,Free Shipping,No,No,42,Bank Transfer,Annually
2331,Aarav Joshi,37,Male,Backpack,Accessories,63,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,No,47,PayPal,Every 3 Months
2332,Anaya Joshi,70,Male,Scarf,Accessories,77,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly
2333,Vihaan Patel,67,Male,Scarf,Accessories,53,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,No,10,Venmo,Monthly
2334,Rahul Roy,41,Male,Shirt,Clothing,77,Kansas,M,Beige,Spring,3.8,No,Next Day Air,No,No,1,PayPal,Every 3 Months
2335,Diya Das,60,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,No,Standard,No,No,7,Credit Card,Monthly
2336,Arjun Joshi,51,Male,Coat,Outerwear,37,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,No,10,Venmo,Fortnightly
2337,Anaya Das,42,Male,Belt,Accessories,94,California,M,Green,Winter,3.1,No,Free Shipping,No,No,11,Credit Card,Weekly
2338,Nisha Reddy,67,Male,Boots,Footwear,76,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,No,5,Cash,Annually
2339,Sneha Sharma,46,Male,Sneakers,Footwear,68,Georgia,S,Silver,Fall,4.0,No,Express,No,No,21,PayPal,Quarterly
2340,Dev Singh,56,Male,Shirt,Clothing,65,Illinois,L,Maroon,Spring,3.4,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
2341,Riya Gupta,48,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Standard,No,No,37,Credit Card,Fortnightly
2342,Rohan Reddy,64,Male,Jacket,Outerwear,31,Connecticut,L,Teal,Summer,4.5,No,Express,No,No,22,Venmo,Every 3 Months
2343,Riya Das,60,Male,Skirt,Clothing,89,Tennessee,M,Olive,Fall,4.9,No,Standard,No,No,16,Debit Card,Fortnightly
2344,Rohan Das,67,Male,Socks,Clothing,49,Maryland,M,Red,Summer,4.4,No,2-Day Shipping,No,No,44,PayPal,Monthly
2345,Rahul Sharma,40,Male,Sandals,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,No,14,Venmo,Bi-Weekly
2346,Riya Roy,61,Male,T-shirt,Clothing,32,New York,S,Orange,Winter,3.3,No,Express,No,No,23,Bank Transfer,Every 3 Months
2347,Rohan Patel,55,Male,Jacket,Outerwear,67,New Mexico,L,Brown,Winter,3.1,No,Standard,No,No,46,Debit Card,Fortnightly
2348,Vihaan Sharma,37,Male,Belt,Accessories,64,California,S,Gray,Fall,4.2,No,Express,No,No,46,Cash,Every 3 Months
2349,Aditya Joshi,40,Male,Shoes,Footwear,84,Maine,M,Orange,Spring,4.9,No,Next Day Air,No,No,16,PayPal,Every 3 Months
2350,Sneha Roy,62,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Standard,No,No,40,Credit Card,Every 3 Months
2351,Riya Patel,69,Male,Shoes,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,No,Free Shipping,No,No,21,Cash,Annually
2352,Arjun Gupta,33,Male,Sweater,Clothing,50,New Hampshire,S,Cyan,Fall,4.9,No,Store Pickup,No,No,25,PayPal,Bi-Weekly
2353,Rahul Gupta,67,Male,Boots,Footwear,46,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,No,25,Bank Transfer,Quarterly
2354,Kiran Roy,59,Male,Handbag,Accessories,71,Montana,M,White,Fall,4.1,No,Standard,No,No,25,Debit Card,Every 3 Months
2355,Rohan Singh,25,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,No,27,Venmo,Monthly
2356,Priya Gupta,67,Male,Skirt,Clothing,35,Tennessee,S,Purple,Winter,4.1,No,Next Day Air,No,No,12,Cash,Monthly
2357,Tara Das,38,Male,Backpack,Accessories,58,Montana,M,Gray,Summer,3.0,No,Free Shipping,No,No,27,Debit Card,Quarterly
2358,Neha Patel,18,Male,Shirt,Clothing,67,Michigan,L,Cyan,Fall,4.2,No,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly
2359,Priya Joshi,25,Male,Sweater,Clothing,93,Texas,L,Pink,Spring,3.8,No,Standard,No,No,38,Credit Card,Quarterly
2360,Vihaan Roy,46,Male,Scarf,Accessories,81,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44,Bank Transfer,Every 3 Months
2361,Nisha Roy,49,Male,Handbag,Accessories,80,New York,L,Silver,Fall,4.7,No,2-Day Shipping,No,No,27,Venmo,Every 3 Months
2362,Anaya Das,55,Male,Scarf,Accessories,64,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,No,30,Credit Card,Every 3 Months
2363,Anaya Das,22,Male,Jeans,Clothing,41,Virginia,M,Brown,Fall,2.7,No,Standard,No,No,24,Credit Card,Monthly
2364,Diya Gupta,64,Male,Socks,Clothing,79,Pennsylvania,XL,Pink,Winter,4.2,No,Express,No,No,38,Cash,Bi-Weekly
2365,Aditya Khan,39,Male,Sunglasses,Accessories,60,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,No,4,PayPal,Quarterly
2366,Meera Nair,64,Male,Sneakers,Footwear,91,Wyoming,S,Peach,Winter,2.5,No,Next Day Air,No,No,32,Venmo,Monthly
2367,Rohan Gupta,51,Male,Shoes,Footwear,66,New Mexico,L,Brown,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly
2368,Diya Das,18,Male,Socks,Clothing,85,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,28,Bank Transfer,Bi-Weekly
2369,Tara Patel,43,Male,Sunglasses,Accessories,38,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,No,6,Debit Card,Every 3 Months
2370,Neha Nair,60,Male,Sweater,Clothing,23,Vermont,M,Cyan,Winter,4.6,No,Standard,No,No,24,PayPal,Monthly
2371,Dev Khan,27,Male,Shoes,Footwear,71,Alaska,M,Black,Spring,3.9,No,Store Pickup,No,No,38,Venmo,Weekly
2372,Meera Joshi,47,Male,Socks,Clothing,25,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,28,Debit Card,Annually
2373,Arjun Joshi,67,Male,Boots,Footwear,39,Alabama,XL,Silver,Spring,3.1,No,Express,No,No,9,PayPal,Fortnightly
2374,Rohan Joshi,35,Male,Hoodie,Clothing,20,Michigan,M,Gray,Spring,4.9,No,Express,No,No,21,Debit Card,Every 3 Months
2375,Aditya Nair,34,Male,Gloves,Accessories,73,Washington,L,Peach,Winter,4.7,No,Standard,No,No,31,Debit Card,Monthly
2376,Meera Reddy,43,Male,Backpack,Accessories,63,Virginia,L,Peach,Fall,2.9,No,Next Day Air,No,No,18,Credit Card,Quarterly
2377,Priya Sharma,25,Male,Gloves,Accessories,94,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,No,5,Cash,Weekly
2378,Meera Gupta,64,Male,Blouse,Clothing,94,South Dakota,L,Magenta,Fall,4.0,No,Next Day Air,No,No,22,Cash,Annually
2379,Kabir Reddy,57,Male,Scarf,Accessories,71,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,No,37,PayPal,Bi-Weekly
2380,Isha Nair,66,Male,Hat,Accessories,77,South Dakota,M,Peach,Spring,4.0,No,2-Day Shipping,No,No,22,Debit Card,Monthly
2381,Rohan Nair,29,Male,Scarf,Accessories,66,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,No,36,PayPal,Fortnightly
2382,Dev Khan,44,Male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,23,PayPal,Annually
2383,Nisha Nair,25,Male,Sweater,Clothing,60,California,M,Turquoise,Spring,3.9,No,Express,No,No,44,Debit Card,Weekly
2384,Arjun Khan,42,Male,Backpack,Accessories,72,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,25,Bank Transfer,Annually
2385,Riya Patel,63,Male,Blouse,Clothing,35,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,No,40,PayPal,Quarterly
2386,Priya Joshi,21,Male,Scarf,Accessories,31,Oklahoma,M,Brown,Fall,3.8,No,Express,No,No,12,PayPal,Weekly
2387,Anaya Das,50,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Standard,No,No,14,Venmo,Monthly
2388,Rohan Roy,18,Male,Hat,Accessories,95,Tennessee,M,Gold,Summer,4.0,No,2-Day Shipping,No,No,14,Debit Card,Monthly
2389,Neha Das,36,Male,Dress,Clothing,68,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,No,10,Debit Card,Annually
2390,Anaya Patel,48,Male,Coat,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,No,17,Bank Transfer,Every 3 Months
2391,Aarav Roy,33,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24,Debit Card,Fortnightly
2392,Aarav Joshi,31,Male,Shirt,Clothing,74,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,No,31,Bank Transfer,Quarterly
2393,Aditya Reddy,70,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,No,36,Cash,Annually
2394,Aditya Gupta,65,Male,Socks,Clothing,97,Louisiana,M,Brown,Winter,5.0,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months
2395,Vihaan Roy,22,Male,Sandals,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,No,23,Debit Card,Fortnightly
2396,Isha Roy,58,Male,Blouse,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,No,47,PayPal,Bi-Weekly
2397,Riya Khan,43,Male,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,No,20,Venmo,Weekly
2398,Rohan Nair,45,Male,Sunglasses,Accessories,26,West Virginia,L,Black,Fall,2.9,No,Store Pickup,No,No,41,Venmo,Monthly
2399,Sneha Gupta,19,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,No,44,Bank Transfer,Fortnightly
2400,Aditya Das,67,Male,Dress,Clothing,44,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,No,31,Cash,Monthly
2401,Rohan Khan,23,Male,Sunglasses,Accessories,88,Oregon,M,Peach,Winter,4.2,No,Next Day Air,No,No,11,Credit Card,Bi-Weekly
2402,Pooja Roy,26,Male,Boots,Footwear,76,Oregon,M,Pink,Winter,4.2,No,Standard,No,No,25,PayPal,Bi-Weekly
2403,Anaya Reddy,50,Male,Scarf,Accessories,89,Utah,M,Brown,Winter,3.8,No,Free Shipping,No,No,31,Cash,Weekly
2404,Rahul Roy,58,Male,Shorts,Clothing,22,Missouri,M,Magenta,Fall,4.4,No,Standard,No,No,40,Debit Card,Weekly
2405,Aarav Gupta,42,Male,Shorts,Clothing,33,West Virginia,L,Cyan,Winter,3.1,No,2-Day Shipping,No,No,23,Credit Card,Bi-Weekly
2406,Tara Singh,65,Male,Jeans,Clothing,97,California,XL,Silver,Fall,5.0,No,Standard,No,No,5,Debit Card,Quarterly
2407,Pooja Singh,30,Male,Scarf,Accessories,57,California,M,Indigo,Winter,4.7,No,Standard,No,No,26,PayPal,Weekly
2408,Nisha Singh,26,Male,Shorts,Clothing,38,Illinois,M,Beige,Summer,3.0,No,Express,No,No,11,Credit Card,Bi-Weekly
2409,Priya Joshi,70,Male,Sneakers,Footwear,55,Hawaii,XL,Black,Fall,4.2,No,Next Day Air,No,No,44,Debit Card,Every 3 Months
